sid,clusterLabel,scaleLabel,shapeLabel,locationLabel,centroidX,centroidY,minX,minY,maxX,maxY,w,h,A
20389:214973,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,584.548802,714.894908,577.664210,707.163670,592.017370,722.725610,14.353160,15.561940,223.363015
20389:214981,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,568.508814,693.366167,558.755850,679.096310,576.359000,705.964260,17.603150,26.867950,472.960554
20389:214990,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,568.077059,603.786957,556.949970,600.057640,575.265130,607.408010,18.315160,7.350370,134.623203
20389:215007,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,617.007994,678.374940,605.279610,667.417700,629.247920,689.817620,23.968310,22.399920,536.888227
20389:215015,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,592.677466,679.633434,586.940600,674.524090,598.634130,686.799780,11.693530,12.275690,143.546149
20389:215023,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,598.016950,706.349816,587.669470,694.875270,606.697600,716.608170,19.028130,21.732900,413.536446
20389:215031,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,584.158823,678.981211,575.635210,669.710310,592.262380,686.687710,16.627170,16.977400,282.286116
20389:215040,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,549.649219,688.965045,537.558930,682.821480,559.839060,692.676450,22.280130,9.854970,219.570013
20397:215066,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,206.491509,64.956509,202.937620,55.184852,211.024550,72.059232,8.086930,16.874380,136.461930
20397:215074,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,176.979174,72.568197,171.010300,68.080832,182.458160,77.848562,11.447860,9.767730,111.819606
20397:215082,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,179.772765,63.712359,171.734260,58.323702,186.672120,70.734932,14.937860,12.411230,185.397216
20397:215104,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,127.491830,91.200789,122.207340,84.707762,134.247320,98.324892,12.039980,13.617130,163.949973
20397:215112,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,162.871860,69.406867,152.695300,59.767082,174.869290,80.254082,22.173990,20.487000,454.278533
20397:215139,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,172.427395,48.947430,168.833330,43.264522,176.317340,55.544192,7.484010,12.279670,91.901173
20397:215147,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,163.945420,82.510562,156.666910,76.635822,171.857700,89.036082,15.190790,12.400260,188.369746
20397:215155,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,145.552882,90.173266,139.440110,83.272802,151.260370,98.212262,11.820260,14.939460,176.588301
20397:215163,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,155.109158,91.978797,147.387350,81.575142,160.656700,98.927192,13.269350,17.352050,230.250425
20397:215171,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,150.742256,90.290366,144.986220,81.445492,156.676330,99.524842,11.690110,18.079350,211.349590
20397:215180,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,172.979529,111.786855,167.151080,108.082860,179.319360,114.716860,12.168280,6.634000,80.724370
20397:215198,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,190.021325,55.584413,186.190150,51.570962,194.388940,59.532432,8.198790,7.961470,65.274421
20397:215201,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,186.682863,29.854243,179.796670,23.132372,193.779690,36.391082,13.983020,13.258710,185.396807
20397:215210,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,179.131038,42.675252,169.316780,34.695732,187.036300,47.115902,17.719520,12.420170,220.079451
20397:215228,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,180.168058,103.981484,171.963900,93.980142,187.872700,114.834370,15.908800,20.854228,331.765742
20397:215236,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,144.417975,83.890101,138.840810,80.374182,149.803410,87.125732,10.962600,6.751550,74.014542
20397:215244,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,186.740750,39.460441,178.234050,32.416112,193.906390,46.746282,15.672340,14.330170,224.587296
20397:215252,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,172.182283,105.272800,169.920890,100.128630,174.739420,109.771730,4.818530,9.643100,46.465567
20397:215279,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,139.683887,87.465893,135.826540,81.104042,144.263950,93.027372,8.437410,11.923330,100.602024
20397:215287,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,210.269099,53.408580,205.966920,49.878512,214.393580,58.195552,8.426660,8.317040,70.084868
20397:215295,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,175.074817,94.367774,168.238610,90.127062,181.486980,98.686812,13.248370,8.559750,113.402735
20397:215309,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,157.839356,118.844147,152.936930,113.993660,161.612090,123.269070,8.675160,9.275410,80.465666
20397:215317,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,175.145747,80.642433,171.613910,77.472082,179.802540,84.117112,8.188630,6.645030,54.413692
20397:215325,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,166.426154,101.556864,159.073550,94.479142,172.703220,110.499290,13.629670,16.020148,218.349331
20397:215333,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,193.760560,36.772864,188.355460,31.210942,197.761540,42.536162,9.406080,11.325220,106.525925
20397:215341,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,186.959896,51.647458,184.498580,47.354462,189.204820,57.114942,4.706240,9.760480,45.935161
20397:215350,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,148.628527,105.946129,140.886490,96.866352,155.357110,112.904370,14.470620,16.038018,232.080064
20397:215368,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,158.326712,107.474092,151.250810,98.446472,167.760240,115.922120,16.509430,17.475648,288.512987
20397:215376,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,175.070787,54.653117,172.453920,48.076522,177.644660,60.606642,5.190740,12.530120,65.040595
20397:215384,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,170.626251,76.684309,162.572470,69.403542,178.003000,82.058402,15.430530,12.654860,195.271197
20397:215392,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,133.656448,93.416765,126.905760,82.415332,140.156680,103.620720,13.250920,21.205388,280.990900
20397:215406,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,171.254422,57.545396,168.355300,53.864242,173.543900,61.091552,5.188600,7.227310,37.499621
20397:215414,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,188.907998,64.845722,184.866700,58.567172,192.464060,70.979472,7.597360,12.412300,94.300712
20397:215422,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,165.614200,56.541045,159.432500,48.439192,171.495660,62.296152,12.063160,13.856960,167.158726
20397:215449,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,196.956166,48.523850,186.436310,38.311712,207.758680,58.435842,21.322370,20.124130,429.094146
20397:215457,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,191.482163,82.798818,180.643490,75.913752,199.322770,91.694822,18.679280,15.781070,294.779025
20397:215465,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,184.065140,57.105718,181.252940,54.215082,186.675710,59.045842,5.422770,4.830760,26.196100
20397:215473,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,-44.490912,75.776707,-51.278550,68.172430,-39.957120,81.800498,11.321430,13.628068,154.289218
20397:215481,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,167.077984,45.460524,161.978210,40.245532,171.008700,51.212812,9.030490,10.967280,99.039912
20397:215490,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,152.546724,80.860739,148.000930,76.271912,157.273430,84.466572,9.272500,8.194660,75.984985
20397:215503,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,185.803640,88.740950,176.913780,77.470552,198.489380,95.683812,21.575600,18.213260,392.962012
20397:215511,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,169.122086,89.073861,158.958160,82.179452,178.483970,95.802632,19.525810,13.623180,266.003624
20397:215520,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,200.691852,62.928695,191.492370,53.621232,207.399820,73.380682,15.907450,19.759450,314.322463
20397:215538,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,200.721193,78.843476,195.348660,72.294182,208.129130,84.828822,12.780470,12.534640,160.198590
20397:215546,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,158.225205,98.776982,154.387410,96.025722,161.617810,101.215320,7.230400,5.189598,37.522869
20397:215554,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,141.618926,102.552149,139.247220,95.430332,145.582120,110.860870,6.334900,15.430538,97.750915
20397:215562,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,180.240342,51.013782,174.499380,44.582302,186.561460,60.374662,12.062080,15.792360,190.488710
20397:215589,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,188.840044,74.441918,180.287680,69.642152,198.485220,78.926702,18.197540,9.284550,168.955970
20419:215597,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,794.925205,554.636904,792.166620,551.214050,798.059760,558.247020,5.893140,7.032970,41.446277
20419:215619,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,780.000278,516.897959,775.652780,512.823580,783.233810,522.335910,7.581030,9.512330,72.113259
20419:215627,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,793.279330,522.279241,791.326710,518.112360,796.361030,524.979340,5.034320,6.866980,34.570575
20419:215635,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,-102.231538,17.105437,-105.261890,16.036200,-99.463480,19.584720,5.798410,3.548520,20.575774
20419:215643,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,809.874482,531.682320,807.274600,528.004570,813.145870,534.182190,5.871270,6.177620,36.270475
20419:215651,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,775.511280,561.876083,771.668450,558.795070,778.631130,565.832440,6.962680,7.037370,48.998955
20419:215660,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,-102.723538,3.134164,-105.451170,0.532150,-100.661520,5.495480,4.789650,4.963330,23.772614
20419:215678,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,774.841709,554.446544,773.240550,553.429420,775.887900,555.135110,2.647350,1.705690,4.515558
20419:215686,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,777.885212,555.401136,775.217640,552.816560,781.015980,558.112010,5.798340,5.295450,30.704820
20419:215694,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,781.295857,564.237211,778.117250,562.206970,784.999790,567.758230,6.882540,5.551260,38.206769
20419:215708,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,825.649128,531.557395,823.116520,528.711310,829.632320,536.488620,6.515800,7.777310,50.675396
20419:215724,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,807.909951,523.701359,804.796550,517.546070,811.107210,529.319670,6.310660,11.773600,74.299187
20419:215732,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,802.467795,527.976424,798.748190,524.799420,806.637610,529.752800,7.889420,4.953380,39.079295
20419:215759,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,770.049112,563.186596,768.139750,559.450440,772.624550,567.288210,4.484800,7.837770,35.150831
20419:215767,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,816.843285,529.581642,809.742240,525.956250,822.017730,532.738050,12.275490,6.781800,83.249918
20419:215775,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,783.907383,518.274636,782.978520,517.125870,784.592690,519.359790,1.614170,2.233920,3.605927
20419:215783,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,812.676053,522.147322,808.385840,517.990770,817.440140,524.459850,9.054300,6.469080,58.572991
20419:215791,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,792.515732,530.181529,790.816650,529.091790,793.720890,530.860710,2.904240,1.768920,5.137368
20419:215805,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,782.880634,516.184043,779.015180,512.705130,786.579670,519.786310,7.564490,7.081180,53.565515
20419:215813,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,789.916198,520.420723,787.240840,516.625390,792.185180,524.730450,4.944340,8.105060,40.074172
20419:215821,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,773.938217,557.183176,770.575480,554.532490,776.843520,559.479770,6.268040,4.947280,31.009749
20419:215830,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,769.678187,558.841762,768.396220,555.228920,771.669250,561.532350,3.273030,6.303430,20.631315
20419:215856,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,799.638809,530.181370,798.399200,529.148010,800.783410,531.611420,2.384210,2.463410,5.873287
20419:215864,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,-100.268918,15.461742,-102.786690,13.487860,-96.228520,17.915140,6.558170,4.427280,29.034855
20419:215872,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,778.742680,559.766852,775.729980,556.334130,782.039700,562.898400,6.309720,6.564270,41.418706
20419:215902,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,784.203104,557.905180,782.118320,555.559010,786.854460,559.937370,4.736140,4.378360,20.736526
20419:215929,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,803.655888,529.811909,799.989580,527.900410,807.814840,531.721640,7.825260,3.821230,29.902118
20419:215937,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,795.410520,540.421331,794.682250,537.637390,796.006200,542.194710,1.323950,4.557320,6.033664
20419:215945,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,781.748498,557.947381,779.134710,554.959500,784.008900,560.594680,4.874190,5.635180,27.466938
20419:215953,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,767.881478,562.473873,765.878110,557.762440,769.758820,567.408540,3.880710,9.646100,37.433717
20419:215961,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,785.416631,521.883243,781.908880,518.075710,788.688990,526.167070,6.780110,8.091360,54.860311
20419:215970,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,787.884929,551.676889,785.875740,549.439430,790.218350,553.007210,4.342610,3.567780,15.493477
20419:215988,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,792.438690,549.793624,788.641180,545.519650,794.989900,553.261100,6.348720,7.741450,49.148298
20419:215996,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,795.412710,551.894479,792.778550,549.430440,798.043020,555.317300,5.264470,5.886860,30.991198
20419:216003,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,784.816158,562.663783,782.976090,559.310330,787.210550,567.205680,4.234460,7.895350,33.432544
20419:216011,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,789.356115,553.928437,785.765410,551.637950,792.795190,556.791820,7.029780,5.153870,36.230572
20419:216020,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,813.891150,534.398459,808.660020,531.111290,818.956710,538.008890,10.296690,6.897600,71.022449
20419:216038,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,794.909447,525.766956,791.422480,524.038220,797.550230,527.624040,6.127750,3.585820,21.973009
20419:216046,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,788.066664,525.942841,787.293820,525.563150,788.689220,526.613320,1.395400,1.050170,1.465407
20419:216054,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,796.214104,541.831993,794.264460,539.089430,798.289130,544.329580,4.024670,5.240150,21.089875
20419:216062,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,783.465503,560.645299,781.618510,559.225520,785.447250,562.455770,3.828740,3.230250,12.367787
20419:216097,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,795.580891,546.827842,792.693020,543.718410,798.289080,550.196210,5.596060,6.477800,36.250157
20419:216119,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,821.740477,531.706771,818.439190,527.398850,825.227240,537.639060,6.788050,10.240210,69.511057
20419:216127,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,797.813529,528.176156,795.933180,525.404320,799.599250,531.500310,3.666070,6.095990,22.348326
20419:216135,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,-107.499248,13.331815,-112.336370,9.662970,-103.394010,17.070010,8.942360,7.407040,66.236418
20419:216143,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,805.739926,523.995110,803.723770,520.713440,807.532020,526.638460,3.808250,5.925020,22.563957
20419:216151,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,787.311238,520.688441,784.427620,518.249480,790.058560,523.106340,5.630940,4.856860,27.348687
20419:216160,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,768.167847,557.668709,766.729650,556.367880,768.919100,558.457970,2.189450,2.090090,4.576148
20419:216178,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,807.334935,535.954909,803.590390,532.730440,811.101760,538.835960,7.511370,6.105520,45.860820
20419:216186,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,783.160338,554.220646,777.584670,550.774150,786.610510,556.855870,9.025840,6.081720,54.892632
20419:216194,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,813.664021,524.883066,810.248680,523.268590,818.901130,527.397720,8.652450,4.129130,35.727091
20419:216208,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,800.646647,536.657514,797.292190,531.376990,804.445090,540.313550,7.152900,8.936560,63.922320
20419:216232,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,800.308588,540.988437,795.763570,538.594150,804.259710,545.239430,8.496140,6.645280,56.459229
20419:216259,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,804.644781,533.153547,799.501640,529.742580,808.552010,536.899060,9.050370,7.156480,64.768792
20419:216267,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,800.923210,518.707168,794.437570,512.688270,807.830150,524.752220,13.392580,12.063950,161.567415
20419:216275,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,795.857295,529.065925,793.968550,527.280440,797.291500,531.378130,3.322950,4.097690,13.616419
20419:216283,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,786.409080,516.924975,783.568710,513.787930,789.505160,519.612900,5.936450,5.824970,34.579643
20419:216305,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,765.731002,562.887259,762.873790,558.246690,767.549520,567.408500,4.675730,9.161810,42.838150
20419:216313,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,796.022368,524.103320,794.052810,523.099520,797.730100,525.403570,3.677290,2.304050,8.472660
20419:216321,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,787.901582,523.085011,786.559990,522.172620,789.446820,524.042720,2.886830,1.870100,5.398661
20419:216330,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,-104.691832,7.351781,-108.083920,4.970000,-101.768680,10.073410,6.315240,5.103410,32.229259
20427:216348,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,788.563565,290.842531,784.210680,288.080790,792.984180,295.388910,8.773500,7.308120,64.117791
20427:216356,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,768.753488,295.831472,766.077010,290.513290,772.268400,301.589430,6.191390,11.076140,68.576702
20427:216364,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,778.522531,277.777880,774.424660,273.156350,782.556900,279.999130,8.132240,6.842780,55.647129
20427:216372,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,777.974258,287.111111,772.141080,284.730890,783.406010,290.396540,11.264930,5.665650,63.823151
20427:216399,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,752.606972,291.924750,744.792980,288.347660,755.997390,294.840800,11.204410,6.493140,72.751803
20427:216402,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,782.402193,282.521756,777.540750,277.842980,787.934490,286.151190,10.393740,8.308210,86.353375
20427:216429,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,786.747712,286.402092,781.559220,280.636650,794.085610,290.368600,12.526390,9.731950,121.906201
20427:216437,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,787.039606,294.460360,782.517990,288.145880,792.513350,299.427110,9.995360,11.281230,112.759955
20427:216445,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,778.143929,280.290703,771.540230,276.538150,784.317100,285.572780,12.776870,9.034630,115.434293
20427:216453,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,774.469067,291.217535,770.932680,286.415840,778.070650,298.333090,7.137970,11.917250,85.064973
20427:216461,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,767.861943,287.368346,761.784340,283.156310,772.751860,292.674290,10.967520,9.517980,104.388636
20427:216470,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,756.613628,294.187609,750.949520,290.358800,761.037170,298.512740,10.087650,8.153940,82.254093
20427:216488,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,759.706497,296.443137,751.287420,288.492400,763.636470,302.552630,12.349050,14.060230,173.630483
20427:216496,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,764.348044,297.636728,761.110970,290.487500,767.814180,303.868790,6.703210,13.381290,89.697597
20427:216500,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,780.083685,293.870878,774.734120,289.186140,785.879570,298.700720,11.145450,9.514580,106.044276
20427:216518,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,759.140814,288.448747,755.566210,283.284540,762.491890,291.402740,6.925680,8.118200,56.224055
20435:216526,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,20.698000,49.753662,15.711410,46.614160,28.393060,54.450640,12.681650,7.836480,99.379497
20435:216534,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,170.815030,120.357931,161.364120,112.782470,181.490810,127.490280,20.126690,14.707810,296.019532
20435:216542,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,265.282232,184.022513,256.441920,177.124960,273.426200,189.300410,16.984280,12.175450,206.791252
20435:216569,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,257.846401,177.612225,256.438950,175.427470,259.109020,179.537330,2.670070,4.109860,10.973614
20435:216577,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,159.684481,124.965227,155.582380,122.542250,163.298640,126.910460,7.716260,4.368210,33.706244
20435:216585,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,194.953660,127.818648,189.929980,121.820720,200.047490,131.940090,10.117510,10.119370,102.382827
20435:216593,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,271.628275,197.230462,260.174990,187.725120,278.730200,206.056990,18.555210,18.331870,340.151698
20435:216607,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,265.542539,173.005286,255.354500,159.904560,274.152050,182.317470,18.797550,22.412910,421.307796
20435:216615,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,165.454460,126.417861,162.164070,124.842170,169.206710,128.529160,7.042640,3.686990,25.966143
20435:216623,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,164.357975,118.015882,160.041700,113.745490,168.034750,121.763620,7.993050,8.018130,64.089314
20435:216631,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,278.222652,197.545688,268.969370,188.698280,285.837920,207.371090,16.868550,18.672810,314.983229
20435:216640,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,220.305945,135.483399,214.382930,125.309490,226.313450,147.240880,11.930520,21.931390,261.652887
20435:216658,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,185.040700,118.755960,177.031480,112.424310,193.193030,123.348150,16.161550,10.923840,176.546186
20435:216666,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,159.125735,128.387371,155.100960,125.909180,162.809480,132.541830,7.708520,6.632650,51.127915
20435:216674,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,225.279179,129.614873,217.759290,122.651560,233.434890,137.961460,15.675600,15.309900,239.991868
20435:216682,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,187.132683,124.464209,180.994100,120.444870,193.540640,130.496790,12.546540,10.051920,126.116816
20435:216704,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,192.849123,130.814096,184.862160,128.813200,200.047860,133.514210,15.185700,4.701010,71.388128
20435:216712,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,249.244284,146.008783,239.571950,138.084380,258.372900,154.344790,18.800950,16.260410,305.711155
20435:216739,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,178.422157,126.702662,169.076250,122.901800,184.612390,130.610920,15.536140,7.709120,119.769968
20435:216747,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,206.653867,125.311185,199.688390,116.169640,215.955080,132.428350,16.266690,16.258710,264.475395
20435:216755,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,255.670458,156.853659,252.217620,153.027220,258.974280,161.589250,6.756660,8.562030,57.850726
20435:216763,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,47.016940,39.564408,44.643630,37.820400,51.989010,42.161870,7.345380,4.341470,31.889747
20435:216771,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,235.831182,134.949248,225.466090,127.729460,245.597420,142.419550,20.131330,14.690090,295.731050
20435:216780,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,184.587637,130.389195,183.774350,129.762660,185.226390,130.861600,1.452040,1.098940,1.595705
20443:216798,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,722.211235,489.666393,716.480530,482.937140,727.684490,495.554320,11.203960,12.617180,141.362380
20443:216801,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,730.972430,498.466921,723.346930,492.580170,740.005620,505.683220,16.658690,13.103050,218.279648
20443:216810,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,740.051685,485.126960,735.083990,479.441560,747.689150,490.646300,12.605160,11.204740,141.237540
20443:216828,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,161.456952,59.053022,158.823720,54.539670,164.791630,65.858210,5.967910,11.318540,67.548028
20443:216836,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,716.993825,472.020298,706.948540,462.211330,723.665990,478.749740,16.717450,16.538410,276.480042
20443:216844,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,727.604605,480.009871,724.397190,473.842280,731.171640,485.112730,6.774450,11.270450,76.351100
20443:216852,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,720.241332,501.118244,713.456450,493.305670,726.395060,508.246120,12.938610,14.940450,193.308656
20443:216879,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,750.244324,496.944030,746.093150,493.544670,755.150510,499.791350,9.057360,6.246680,56.578430
20443:216887,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,696.382022,446.018788,681.890950,437.743150,705.275300,452.394700,23.384350,14.651550,342.616973
20443:216895,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,698.904454,455.307601,692.259510,448.360790,706.484970,461.947610,14.225460,13.586820,193.278764
